COL001,COL002,COL003,COL004,COL005,COL006,COL007,COL008,COL009,COL010,COL011,COL012,COL013,COL014,COL015,COL016,COL017,COL018,COL019,COL020,COL021,COL022,COL023,COL024,COL025,COL026,COL027,COL028,COL029,COL030,COL031,COL032,COL033,COL034,COL035,COL036,COL037,COL038,COL039,COL040,COL041,COL042,COL043,COL044,COL045,COL046,COL047,COL048,COL049,COL050,COL051,COL052,COL053,COL054,COL055,COL056,COL057,COL058,COL059,COL060
0.148966382,5.7310879E-6,-0.000068787,0.0123391087,0.0955922913,0.0710651993,0.0194256576,0.1290991278,0.0001350343,5.6561187E-6,0.092653807,0.105079077,-0.000822367,0.000611231,5.8953642E-6,5.5991934E-7,0.0001232104,0.0016199403,6.1629521E-6,0.0001022418,6.5300155E-6,4.6816057E-7,0.0001185304,0.0010813875,6.8479985E-6,0.0001085934,0.0014575443,0.01007484,0.1361146864,0.0144940018,0.0001576362,4.6788983E-6,-4.27467E-6,3.7924279E-6,-0.008159036,0.0100382175,0.1492073111,0.0000742068,1.1474375E-9,-3.09976E-9,0.0178960967,3.9377372E-9,7.8253946E-9,1.3066271E-9,6.7417401E-8,-7.234585E-8,7.1852803E-9,-3.746962E-7,7.780407E-10,8.8930164E-9,9.1180795E-7,7.4343687E-8,-0.092932125,0.0866852404,0.1342279884,0.0007514601,7.6794342E-7,3.8565423E-8,9.5462981E-9,6.9061322E-8
5.7310879E-6,0.1094702775,0.0753091707,0.0000462982,3.6776608E-6,2.7340458E-6,0.000072888,4.9667478E-6,0.0064656603,0.10803828,3.5646104E-6,4.0426398E-6,0.0054751441,0.0004137358,0.1126081417,0.0106950942,0.00589951,0.0010965204,0.117719374,0.0048955027,0.1247306996,0.0089423978,0.0056754246,0.0007319798,0.1308045363,0.0051996278,0.0009865963,0.0000378023,5.2366529E-6,0.0000543837,0.0075478741,0.0893722629,-0.081651037,0.0724396732,0.0005995125,0.0000376649,5.740357E-6,0.0035531395,0.0000219174,-0.000059209,0.0000671489,0.0000752152,0.0001494739,0.0000249581,0.0012877488,-0.001381888,0.000137247,-0.007157123,0.0000148615,0.0001698667,0.0174165657,0.0014200487,0.0000498301,3.3349856E-6,5.1640672E-6,0.0005086554,0.0146685901,0.0007366433,0.0001823451,0.0013191496
-0.000068787,0.0753091707,0.0961120101,-0.000555688,-0.000044141,-0.000032815,-0.000874828,-0.000059613,-0.077603201,0.0743240399,-0.000042784,-0.000048521,-0.065714666,-0.004965807,0.0774678384,0.0073576015,-0.07080806,-0.013160836,0.0809840683,-0.0587576,0.0858074517,0.0061518485,-0.068118505,-0.008785487,0.0899858974,-0.062407819,-0.011841487,-0.000453717,-0.000062852,-0.000652733,-0.090592324,0.061482908,-0.056171155,0.0498342732,-0.007195566,-0.000452068,-0.000068898,-0.042646069,0.0000150779,-0.000040732,-0.000805945,0.0000517437,0.0001028293,0.0000171697,0.0008858961,-0.000950658,0.0000944179,-0.004923683,0.0000102238,0.0001168584,0.0119815821,0.0009769108,-0.000598079,-0.000040028,-0.000061981,-0.006105067,0.0100911351,0.0005067677,0.0001254428,0.000907498
0.0123391087,0.0000462982,-0.000555688,0.0996806447,0.0079180527,0.005886437,0.1569288448,0.0106934742,0.0010908655,0.0000456926,0.0076746537,0.0087038574,-0.006643433,0.0049377881,0.0000476253,4.52327E-6,0.0009953465,0.0130865767,0.000049787,0.0008259536,0.0000527523,3.7820032E-6,0.0009575395,0.0087359152,0.0000553211,0.0008772646,0.011774672,0.0813889056,0.0112745835,0.1170888015,0.0012734532,0.0000377982,-0.000034533,0.0000306369,-0.065912212,0.0810930525,0.0123590652,0.0005994743,9.2694949E-9,-2.50412E-8,0.1445723923,3.1810741E-8,6.3216915E-8,1.0555497E-8,5.4462686E-7,-5.84441E-7,5.8045795E-8,-3.026958E-6,6.2853487E-9,7.1841624E-8,7.3659781E-6,6.0058039E-7,0.1072848688,0.0071802684,0.0111183054,0.0060706193,6.2037784E-6,3.1154813E-7,7.7119116E-8,5.5790716E-7
0.0955922913,3.6776608E-6,-0.000044141,0.0079180527,0.0613419352,0.0456028074,0.012465518,0.0828433991,0.000086652,3.6295528E-6,0.0594562987,0.0674296416,-0.000527716,0.0003922293,3.7830776E-6,3.5930236E-7,0.0000790646,0.0010395218,3.9547897E-6,0.000065609,4.1903356E-6,3.0042041E-7,0.0000760614,0.0006939305,4.3943866E-6,0.0000696848,0.0009353117,0.006465063,0.0873453096,0.0093008558,0.0001011557,3.0024668E-6,-2.743072E-6,2.4336153E-6,-0.005235684,0.0064415621,0.0957468964,0.0000476188,7.36315E-10,-1.989128E-9,0.011483993,2.5268609E-9,5.0215853E-9,8.384675E-10,4.3262001E-8,-4.64246E-8,4.6108216E-9,-2.40444E-7,4.992717E-10,5.7066823E-9,5.8511061E-7,4.7706626E-8,-0.059634897,0.055626247,0.0861346084,0.0004822148,4.927922E-7,2.4747578E-8,6.1258957E-9,4.4316912E-8
0.0710651993,2.7340458E-6,-0.000032815,0.005886437,0.0456028074,0.0339020287,0.0092671125,0.0615874208,0.0000644188,2.6982813E-6,0.044200988,0.0501285287,-0.000392314,0.000291591,2.8124146E-6,2.6711248E-7,0.0000587782,0.0007728011,2.9400689E-6,0.000048775,3.1151784E-6,2.2333847E-7,0.0000565455,0.0005158816,3.2668739E-6,0.0000518051,0.0006953292,0.0048062557,0.06493423,0.0069144401,0.0000752012,2.2320931E-6,-2.039254E-6,1.8091978E-6,-0.003892311,0.0047887847,0.0711801358,0.0000354007,5.473911E-10,-1.478757E-9,0.0085374275,1.8785183E-9,3.7331458E-9,6.233333E-10,3.2161827E-8,-3.451297E-8,3.4277759E-9,-1.787508E-7,3.711684E-10,4.2424604E-9,4.349828E-7,3.5466049E-8,-0.044333761,0.0413536518,0.0640341708,0.000358488,3.6635146E-7,1.8397839E-8,4.5541119E-9,3.2946068E-8
0.0194256576,0.000072888,-0.000874828,0.1569288448,0.012465518,0.0092671125,0.2470556085,0.0168349088,0.0017173672,0.0000719345,0.0120823309,0.013702623,-0.010458864,0.0077736394,0.0000749773,7.1210569E-6,0.00156699,0.0206024085,0.0000783805,0.001300312,0.0000830488,5.9540685E-6,0.0015074699,0.0137530921,0.0000870929,0.0013810918,0.0185370558,0.1281318653,0.0177497584,0.1843347864,0.0020048179,0.0000595063,-0.000054365,0.0000482321,-0.103766657,0.127666099,0.0194570754,0.0009437621,1.4593115E-8,-3.942276E-8,0.2276026463,5.0080161E-8,9.9523407E-8,1.661769E-8,8.5741483E-7,-9.200948E-7,9.138243E-8,-4.765388E-6,9.8951257E-9,1.1310143E-7,0.0000115964,9.4550338E-7,0.1689002973,0.0113040122,0.0175037274,0.0095570737,9.7667082E-6,4.9047523E-7,1.2140987E-7,8.7832224E-7
0.1290991278,4.9667478E-6,-0.000059613,0.0106934742,0.0828433991,0.0615874208,0.0168349088,0.111881517,0.0001170252,4.901777E-6,0.0802968127,0.0910649572,-0.00071269,0.0005297128,5.109115E-6,4.8524437E-7,0.0001067781,0.0014038931,5.3410154E-6,0.0000886061,5.6591245E-6,4.0572323E-7,0.0001027223,0.0009371657,5.934699E-6,0.0000941106,0.0012631555,0.0087311852,0.117961429,0.012560975,0.0001366127,4.054886E-6,-3.704568E-6,3.2866418E-6,-0.007070887,0.0086994468,0.1293079249,0.00006431,9.944067E-10,-2.686353E-9,0.0155093414,3.4125716E-9,6.7817423E-9,1.1323657E-9,5.8426119E-8,-6.269727E-8,6.2269984E-9,-3.24724E-7,6.742755E-10,7.7069782E-9,7.9020252E-7,6.4428666E-8,-0.080538012,0.0751242581,0.116326355,0.0006512399,6.6552483E-7,3.3422054E-8,8.2731335E-9,5.9850795E-8
0.0001350343,0.0064656603,-0.077603201,0.0010908655,0.000086652,0.0000644188,0.0017173672,0.0001170252,0.1523421174,0.006381082,0.0000839884,0.0000952516,0.1290038469,0.0097483301,0.0066509925,0.000631686,0.1390026401,0.025835914,0.006952878,0.1153464943,0.007366989,0.0005281663,0.1337228,0.017246707,0.007725729,0.1225122054,0.0232459122,0.000890688,0.0001233846,0.0012813735,0.177840943,0.0052786081,-0.004822568,0.0042785159,0.0141255493,0.0008874503,0.0001352527,0.0837180997,1.2945083E-6,-3.497066E-6,0.0015821431,4.44245E-6,8.8284012E-6,1.4741018E-6,0.0000760585,-0.000081619,8.1062413E-6,-0.000422722,8.7776476E-7,0.0000100329,0.0010286774,0.0000838726,0.0011740832,0.000078578,0.0001216743,0.0119847994,0.0008663733,0.0000435085,0.0000107699,0.0000779131
5.6561187E-6,0.10803828,0.0743240399,0.0000456926,3.6295528E-6,2.6982813E-6,0.0000719345,4.901777E-6,0.006381082,0.1066250147,3.5179812E-6,3.9897574E-6,0.0054035229,0.0004083237,0.1111350974,0.0105551901,0.0058223376,0.0010821767,0.1161794689,0.0048314639,0.1230990782,0.0088254209,0.0056011835,0.0007224046,0.1290934622,0.0051316106,0.0009736905,0.0000373078,5.1681514E-6,0.0000536723,0.0074491392,0.0882031706,-0.080582947,0.0714920788,0.0005916702,0.0000371722,5.6652665E-6,0.0035066603,0.0000216307,-0.000058434,0.0000662705,0.0000742313,0.0001475186,0.0000246316,0.0012709036,-0.001363811,0.0001354517,-0.007063499,0.0000146671,0.0001676446,0.017188737,0.0014014729,0.0000491783,3.2913601E-6,5.0965152E-6,0.0005020016,0.014476708,0.0007270072,0.0001799598,0.0013018936
