"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.1700742,-0.0024468801092101,-0.000512888701213477,-0.0314138528205432,0.109105834184319,0.0811239416761796,-0.00849316929895928,0.147362368172092,0.0201478650408344,0.00160430738711526,0.105727374369762,0.11995732145617,-0.00163234008156032,-0.00360945887522382,-0.00158703169311262,0.01958743872261,0.00241383125875873,0.0027766292013465,-0.00793906772603374,-0.0298241832347342,-0.00622902343893949,0.00112033192371893,-0.000721431946589474,0.00175237401304498,-0.00681744344589144,-0.00105907916014666,-0.00152464444422153,-0.00263346459989672,0.154328547819056,-0.145441132497812,0.00236843681926148,0.00197105549559036,0.00261214041057348,0.00245634086132341,-0.00215118917364784,0.00556677862294222,0.165470096615944,-0.000163975228728873,-0.000357082075041353,-0.00538791975990065
"2",-0.00244688010921012,0.1249815,-0.0184295452744947,0.000101127378366605,1.09171136672939e-05,-0.000146501726002447,3.25299475846389e-05,5.09032767212877e-05,-0.0108813283744019,0.0775196514030884,0.000358624146400966,-0.0010351347016388,-0.00740366765958064,-0.00366578409499908,0.124278158407297,-0.0132557293808935,0.00303147557141795,0.000843269331047432,0.133275509720944,-0.0298306169226546,-0.131136500555052,-0.0721276728542903,-0.00314515488546096,0.00203916354547952,0.141173337440672,-0.00722955769302184,-0.00110217600264749,0.00520372700741177,-0.00422904464567553,-0.00150145358034168,0.00528582594322593,-0.101871413707795,-0.0910197965598179,-0.0825200757832429,0.00344536390292749,0.000169350794307809,0.00267206397566067,-0.00297489180646612,0.0150039868272433,0.0184025872628087
"3",-0.00051288870121346,-0.0184295452744947,0.109730699999999,0.00267315417874592,-0.000968928142957171,-0.000107123336568243,-0.004268758967127,-0.00116449520686978,0.133508846368317,0.0661696884985174,0.00122334680982374,-0.000784937877111781,0.0465405631175614,-0.000168125300406977,0.00421792401091297,0.00274294816860616,0.123503656423241,0.00341725078116725,-0.0318137248207461,0.0995066708685261,0.0270141849925797,0.0391233236266733,0.119962137280343,0.0411736139348564,0.0221575546874338,0.110563652185647,-0.00478159655876802,0.00070245365369716,0.00809707948085656,0.00834902431903005,-0.091121816400858,0.0172265332023805,0.0313436195657018,0.0151101332001764,-0.00250157905026167,0.00444452276271842,-0.000587358890458572,0.0751241749908002,-0.0035857586805608,-0.00576457990037611
"4",-0.0314138528205433,0.000101127378366611,0.00267315417874594,0.1138048,-0.0195645565321525,-0.0146850121404455,0.174951774210264,-0.026216065783675,-0.000749717661483548,0.0251928114123468,-0.018855537977063,-0.0214173745573362,0.0143081701645073,0.0577760838354431,0.000538688215302991,0.00353533409162242,0.00301600455150091,-0.150296686157398,-0.00100620316596038,0.00351676309715636,0.00227354766624793,-0.00278594702016135,0.00408896271025667,0.0391112957806757,-0.00889168625144097,0.00423186851286573,-0.0234873505391381,0.09048167501744,-0.0170154133042311,-0.0317427288561377,0.0220156958851712,-7.1690407304282e-06,0.001785580765357,-0.000419483008290107,-0.126619983937836,-0.0907515417344265,-0.0623389579633059,0.00284217582378101,0.00135457380498828,0.00205326760334249
"5",0.109105834184319,1.09171136672881e-05,-0.000968928142957183,-0.0195645565321525,0.0700336999999997,0.052055955479942,-0.00450209002017155,0.094568383835595,0.0122161312302488,0.00202593998150214,0.0678556652119304,0.076977509822451,-0.000790441262541866,-0.0018824288674951,0.0006168737092905,0.0109992898129475,0.00106687945823951,0.00136849893351655,-0.00335510656767302,-0.0198670840094693,-0.00625014561089395,-0.00123705344678157,-0.000919061596318293,0.001606494669334,-0.00284791234850542,-0.00117315752013066,-0.00171925788107116,-0.00113554294990962,0.0990307531135467,-0.0937002464263529,0.00260116795134844,-8.81739422634154e-05,0.00177487496627903,0.000568705989007862,-0.00219685667104705,0.00306236726689735,0.106053834731152,-0.000451347321409795,-0.00208916528149747,-0.00539753554484411
"6",0.0811239416761796,-0.000146501726002416,-0.000107123336568248,-0.0146850121404455,0.0520559554799419,0.0387058,-0.00362288998694878,0.0703090649117812,0.00982103763319798,0.00173932522563996,0.0504529385368144,0.0572247994492929,-0.000375238032220377,-0.00150745213570395,0.000284841918232431,0.00934323215692495,0.00149164489929211,0.00117560628729366,-0.00275600067333631,-0.0141947208923851,-0.00398453723038682,5.15063395662346e-05,-5.88875447114639e-05,0.00129841418435436,-0.00199834753146153,-0.000264384729175501,-0.00115246306176208,-0.000980295001757054,0.0736559220483795,-0.0695418403371192,0.00124333784416606,0.000117319827635316,0.000494532637213683,0.000504940011026915,-0.00143552553896549,0.00243303435282931,0.0788790928423381,9.0694395358138e-05,6.84162096921648e-05,-0.00229941493733519
"7",-0.00849316929895927,3.25299475846053e-05,-0.00426875896712698,0.174951774210264,-0.00450209002017158,-0.00362288998694874,0.2820621,-0.00562951860935256,-0.00205839084615302,0.02964600129644,-0.00434953293869473,-0.00474821234109682,-0.00522387803337477,0.0847933786361785,0.00134458000127358,0.00789433999381909,-0.00259320098913737,-0.26064046566941,-0.000728464224114917,-0.0119343929582235,-0.000204798542089551,-0.0071844193157988,-0.00200876008257291,0.0417912505564838,-0.019824007769021,-0.00215982721142916,-0.0106960171113205,0.145926423553228,0.00961687690071428,-0.0877280363998642,0.0231290079643179,-0.000165368425545218,0.00284924302939291,-0.00073227728262753,-0.197071600687816,-0.145543163637613,-0.0590453788217431,-0.000438389867043771,-0.00097925000706809,-0.00134247053957646
"8",0.147362368172092,5.09032767212678e-05,-0.00116449520686976,-0.0262160657836749,0.094568383835595,0.0703090649117811,-0.00562951860935255,0.127734699999999,0.016913712547055,0.00250392567217677,0.0916392634152089,0.103958597944395,-0.00231807584555323,-0.00286847989656896,0.000752899531535581,0.0168309547992233,0.00173757906544375,0.000405506250653902,-0.00449775711935269,-0.026842021166489,-0.00769891253530184,-0.0003758183315917,-0.0010902613896932,0.00121055660263213,-0.00374502854633743,-0.00144260233039827,-0.000727063307456517,-0.00131223141185407,0.13374475278737,-0.126669709235317,0.00210610377853735,-6.85319189109134e-05,0.000576801003192466,0.000674902332634783,-0.00278894653551152,0.00394264549874046,0.143166740448011,-0.000435516757929402,9.75063361003953e-06,-0.00428970854305517
"9",0.0201478650408344,-0.0108813283744019,0.133508846368317,-0.000749717661483529,0.0122161312302488,0.009821037633198,-0.00205839084615304,0.016913712547055,0.1739282,0.0798699415556559,0.0145754305707081,0.013793243107992,0.014752695490219,-0.0135402575491107,0.0206912940066423,0.00117895025466269,0.155795510386754,-0.0287139236241263,-0.0248964183092262,0.11156662846975,0.0180827456095728,0.0411773468305234,0.149199541753127,0.0196648906356818,0.0385096155445257,0.13536443345101,0.0404737910627129,0.00304026519537782,0.0277824541059945,-0.00808301187578641,-0.146046025086663,0.0114839446236174,0.0311103980140777,0.0106782171070309,0.00890582634104211,0.00511418065904941,0.0205713240385335,0.0938969739811733,-0.00716203047286236,-0.0107212631281564
"10",0.00160430738711525,0.0775196514030884,0.0661696884985174,0.0251928114123468,0.00202593998150213,0.00173932522563995,0.02964600129644,0.00250392567217677,0.0798699415556558,0.121733399999999,0.00371920537319998,0.00150012828050191,0.0821669374818811,0.0251103019356764,0.0902187969658119,-0.010613480943605,0.0883482441196531,0.0114408090846066,0.0706967694695963,0.0543826793502599,-0.0773289099545712,-0.0302020299481448,0.0832885466883253,0.0787200495148566,0.118042484365743,0.0754859300314368,-0.0671843320538227,0.0216185397218952,0.00980502328689139,-0.0108123602357551,-0.0137234815812725,-0.0618073305515907,-0.036202888636265,-0.0485122586393561,-0.041953374677646,-0.0149520425187109,-0.00236652287464408,0.0505917616444339,0.000786862232866755,0.00141273510175004
