COL001,COL002,COL003,COL004,COL005,COL006,COL007,COL008,COL009,COL010,COL011,COL012,COL013,COL014,COL015,COL016,COL017,COL018,COL019,COL020,COL021,COL022,COL023,COL024,COL025,COL026,COL027,COL028,COL029,COL030,COL031,COL032,COL033,COL034,COL035,COL036,COL037,COL038,COL039,COL040
0.1700741448,0.0006918138,0.1366101572,0.0000521267,0.0000408916,0.0000303996,0.000082064,0.0008776795,0.0113407867,0.0094877393,0.1057823703,0.0007143794,0.0012148646,0.0925635258,0.0098890568,0.0011514722,0.1569304485,0.0000919167,0.0117717595,0.0000487921,0.0124728815,0.0009627706,0.0113354043,0.0647861793,-0.007572107,0.009120162,0.0013143738,0.1135936228,0.001110063,0.0009731208,0.2007779055,0.1190279094,0.0134267865,0.0006891522,0.0126639916,0.0008084721,-0.071056913,0.0006751436,0.0016275472,0.0154393849
0.0006918138,0.1249816473,0.0005556917,-0.065930822,-0.051720392,-0.038449962,-0.103795955,0.1006842694,0.0106100165,0.0088763745,0.0004302929,0.0819510579,0.1393649339,0.0003765224,0.0092518322,4.6838653E-6,0.000638349,-0.11625788,0.0000478842,-0.061713116,0.0000507362,3.9162803E-6,0.0000461092,-0.008994579,-0.000030801,0.008532483,0.1507802793,0.0004620669,4.5154244E-6,0.1116329474,0.0008167081,0.0004841721,0.0000546164,2.8032775E-6,0.0000515136,3.2886371E-6,-0.00028904,2.7462944E-6,6.6204043E-6,-0.029275773
0.1366101572,0.0005556917,0.1097305829,0.0000418702,0.0000328457,0.0000244181,0.000065917,0.0007049863,0.0091093603,0.0076209206,0.0849685074,0.0005738173,0.0009758264,0.0743506182,0.0079432744,0.0009249072,0.1260526299,0.0000738311,0.0094555344,0.0000391917,0.0100187028,0.0007733348,0.0091050369,0.0520387749,-0.00608221,0.0073256683,0.0010557561,0.0912428087,0.0008916457,0.0007816484,0.1612726101,0.0956078387,0.0107849163,0.0005535538,0.0101722098,0.0006493962,-0.057075672,0.0005423016,0.0013073091,0.0124015135
0.0000521267,-0.065930822,0.0000418702,0.1138048745,0.0892758886,0.0663694606,0.1791648473,0.0075863513,0.0007994428,0.0006688164,0.0000324217,0.0061748426,0.0105008593,0.0000283702,0.0006971064,3.5291955E-7,0.0000480983,0.200675695,3.607976E-6,0.106524585,3.8228658E-6,2.9508361E-7,3.4742357E-6,-0.000677723,-2.320807E-6,0.0006429049,0.0113609819,0.0000348158,3.4022788E-7,0.0084113115,0.0000615373,0.0000364814,4.1152322E-6,2.1122116E-7,3.88144E-6,2.47792E-7,-0.000021779,2.069276E-7,4.9883376E-7,-0.002205869
0.0000408916,-0.051720392,0.0000328457,0.0892758886,0.0700337689,0.0520644884,0.1405484696,0.0059512236,0.0006271345,0.0005246628,0.0000254337,0.0048439451,0.0082375518,0.0000222554,0.0005468553,2.7685288E-7,0.0000377314,0.1574229669,2.8303293E-6,0.0835647596,2.9989027E-6,2.3148263E-7,2.7254147E-6,-0.00053165,-1.820591E-6,0.0005043361,0.0089122875,0.0000273117,2.6689671E-7,0.0065983756,0.0000482738,0.0000286183,3.2282537E-6,1.6569551E-7,3.044852E-6,1.9438404E-7,-0.000017084,1.6232736E-7,3.913174E-7,-0.001730426
0.0000303996,-0.038449962,0.0000244181,0.0663694606,0.0520644884,0.0387057701,0.1044865111,0.0044242573,0.0004662242,0.0003900447,0.0000189079,0.0036010845,0.0061239588,0.0000165451,0.000406543,2.058179E-7,0.0000280503,0.117031346,2.1041227E-6,0.0621236945,2.2294436E-6,1.7208877E-7,2.0261272E-6,-0.000395239,-1.353463E-6,0.0003749334,0.0066255707,0.0000203041,1.9841629E-7,0.0049053629,0.0000358877,0.0000212754,2.3999476E-6,1.2318132E-7,2.2636032E-6,1.4450894E-7,-0.000012701,1.2067737E-7,2.9091309E-7,-0.001286433
0.000082064,-0.103795955,0.000065917,0.1791648473,0.1405484696,0.1044865111,0.2820621054,0.0119433151,0.0012585756,0.0010529285,0.000051042,0.0097211542,0.016531672,0.0000446636,0.0010974658,5.5560694E-7,0.0000757219,0.3159269795,5.6800948E-6,0.1677033703,6.0183993E-6,4.6455489E-7,5.4695452E-6,-0.00106695,-3.653684E-6,0.0010121356,0.0178857769,0.0000548111,5.3562623E-7,0.0132420632,0.0000968791,0.0000574332,6.4786763E-6,3.3252887E-7,6.1106135E-6,3.9010293E-7,-0.000034286,3.2576945E-7,7.8532203E-7,-0.003472735
0.0008776795,0.1006842694,0.0007049863,0.0075863513,0.0059512236,0.0044242573,0.0119433151,0.1277345471,0.0134605501,0.0112611402,0.0005458973,0.1039683888,0.1768073287,0.0004776806,0.01173747,5.9422531E-6,0.0008098506,0.0133772505,0.000060749,0.0071010396,0.0000643672,4.9684453E-6,0.0000584971,-0.011411102,-0.000039076,0.0108248573,0.1912895708,0.0005862079,5.7285581E-6,0.1416247449,0.0010361285,0.0006142519,0.0000692899,3.5564184E-6,0.0000653534,4.1721768E-6,-0.000366694,3.4841259E-6,8.3990712E-6,-0.03714113
0.0113407867,0.0106100165,0.0091093603,0.0007994428,0.0006271345,0.0004662242,0.0012585756,0.0134605501,0.1739282044,0.1455089047,0.0070537194,0.010956094,0.0186317951,0.006172268,0.1516637192,0.0000767818,0.0104643463,0.0014096825,0.0007849577,0.0007483011,0.0008317095,0.0000641989,0.0007558609,-0.147446608,-0.000504919,0.1398715488,0.0201579205,0.0075745849,0.0000740206,0.0149242865,0.0133881573,0.0079369509,0.0008953173,0.0000459537,0.000844453,0.0000539101,-0.004738176,0.0000450195,0.0001085272,0.2367864377
0.0094877393,0.0088763745,0.0076209206,0.0006688164,0.0005246628,0.0003900447,0.0010529285,0.0112611402,0.1455089047,0.1217332257,0.0059011648,0.0091659041,0.0155874207,0.0051637396,0.1268823636,0.0000642359,0.0087545064,0.001179345,0.0006566982,0.0006260311,0.0006958109,0.000053709,0.0006323557,-0.123354314,-0.000422417,0.1170169952,0.0168641823,0.0063369225,0.0000619259,0.0124857069,0.0112005762,0.0066400791,0.0007490254,0.000038445,0.0007064722,0.0000451013,-0.003963974,0.0000376635,0.0000907942,0.1980963083
0.1057823703,0.0004302929,0.0849685074,0.0000324217,0.0000254337,0.0000189079,0.000051042,0.0005458973,0.0070537194,0.0059011648,0.0657943033,0.0004443282,0.000755619,0.0575724733,0.0061507754,0.0007161903,0.0976072808,0.0000571702,0.007321775,0.0000303476,0.0077578574,0.0005988221,0.0070503717,0.0402955759,-0.004709684,0.0056725398,0.0008175116,0.0706527302,0.0006904347,0.0006052597,0.1248794329,0.0740327367,0.0083511653,0.0004286375,0.0078767237,0.0005028518,-0.044195834,0.0004199244,0.0010122985,0.0096029572
0.0007143794,0.0819510579,0.0005738173,0.0061748426,0.0048439451,0.0036010845,0.0097211542,0.1039683888,0.010956094,0.0091659041,0.0004443282,0.0846241374,0.1439107392,0.0003888038,0.0095536085,4.8366436E-6,0.0006591706,0.0108882931,0.0000494461,0.0057798275,0.0000523911,4.0440215E-6,0.0000476132,-0.009287964,-0.000031806,0.0088107955,0.1556984303,0.0004771386,4.6627085E-6,0.1152741907,0.0008433475,0.0004999648,0.0000563979,2.8947148E-6,0.0000531938,3.3959059E-6,-0.000298467,2.835873E-6,6.8363487E-6,-0.03023069
0.0012148646,0.1393649339,0.0009758264,0.0105008593,0.0082375518,0.0061239588,0.016531672,0.1768073287,0.0186317951,0.0155874207,0.000755619,0.1439107392,0.2447327852,0.0006611948,0.0162467459,8.225135E-6,0.0011209772,0.0185164937,0.0000840874,0.0098291016,0.0000890956,6.8772119E-6,0.0000809705,-0.015794994,-0.000054089,0.0149835275,0.2647787838,0.0008114159,7.9293432E-6,0.1960338326,0.001434186,0.0008502338,0.0000959095,4.9227155E-6,0.0000904608,5.7750346E-6,-0.00050757,4.8226498E-6,0.0000116258,-0.051409929
0.0925635258,0.0003765224,0.0743506182,0.0000283702,0.0000222554,0.0000165451,0.0000446636,0.0004776806,0.006172268,0.0051637396,0.0575724733,0.0003888038,0.0006611948,0.0503780649,0.0053821583,0.0006266933,0.0854100171,0.000050026,0.0064068267,0.0000265553,0.0067884151,0.0005239917,0.0061693386,0.0352601343,-0.004121149,0.0049636842,0.0007153531,0.0618237783,0.0006041562,0.0005296248,0.109274169,0.0647814103,0.0073075816,0.0003750738,0.0068924275,0.0004400141,-0.038673006,0.0003674496,0.000885799,0.0084029463
0.0098890568,0.0092518322,0.0079432744,0.0006971064,0.0005468553,0.000406543,0.0010974658,0.01173747,0.1516637192,0.1268823636,0.0061507754,0.0095536085,0.0162467459,0.0053821583,0.1322493026,0.000066953,0.0091248092,0.0012292295,0.0006844756,0.0006525113,0.0007252427,0.0000559808,0.0006591035,-0.128572022,-0.000440284,0.1219666435,0.0175775126,0.0066049651,0.0000645452,0.0130138341,0.0116743443,0.0069209447,0.0007807081,0.0000400711,0.0007363549,0.0000470091,-0.004131644,0.0000392566,0.0000946346,0.2064754933
0.0011514722,4.6838653E-6,0.0009249072,3.5291955E-7,2.7685288E-7,2.058179E-7,5.5560694E-7,5.9422531E-6,0.0000767818,0.0000642359,0.0007161903,4.8366436E-6,8.225135E-6,0.0006266933,0.000066953,0.1527859345,0.001062484,6.2231409E-7,0.0141371471,3.303427E-7,0.0149791507,0.1277475989,0.0136131117,0.0004386292,0.1249322165,0.0000617473,8.8988537E-6,0.0007690757,0.147291455,6.5884297E-6,0.0013593494,0.0008058681,0.0161247309,0.0914418646,0.0152086619,0.1072741124,0.0134399672,0.0895830962,0.2159551135,0.000104531
0.1569304485,0.000638349,0.1260526299,0.0000480983,0.0000377314,0.0000280503,0.0000757219,0.0008098506,0.0104643463,0.0087545064,0.0976072808,0.0006591706,0.0011209772,0.0854100171,0.0091248092,0.001062484,0.1448025253,0.0000848132,0.0108620126,0.0000450213,0.0115089503,0.0008883656,0.0104593799,0.0597793638,-0.006986918,0.0084153363,0.0012127962,0.1048148629,0.001024275,0.0008979159,0.1852613565,0.1098291761,0.0123891355,0.0006358931,0.011685291,0.0007459916,-0.065565482,0.000622967,0.0015017668,0.014246196
0.0000919167,-0.11625788,0.0000738311,0.200675695,0.1574229669,0.117031346,0.3159269795,0.0133772505,0.0014096825,0.001179345,0.0000571702,0.0108882931,0.0185164937,0.000050026,0.0012292295,6.2231409E-7,0.0000848132,0.3538577301,6.362057E-6,0.1878381328,6.7409789E-6,5.2033017E-7,6.1262284E-6,-0.00119505,-4.092351E-6,0.0011336544,0.0200331748,0.0000613918,5.9993446E-7,0.0148319287,0.0001085106,0.0000643287,7.2565176E-6,3.7245288E-7,6.8442645E-6,4.3693938E-7,-0.000038403,3.6488191E-7,8.7960918E-7,-0.003889678
0.0117717595,0.0000478842,0.0094555344,3.607976E-6,2.8303293E-6,2.1041227E-6,5.6800948E-6,0.000060749,0.0007849577,0.0006566982,0.007321775,0.0000494461,0.0000840874,0.0064068267,0.0006844756,0.0141371471,0.0108620126,6.362057E-6,0.1445272354,3.3771677E-6,0.1531352279,0.0118203721,0.1391699042,0.004484205,-0.092966194,0.0006312562,0.000090975,0.0078624344,0.0136287477,0.000067355,0.0138969344,0.0082385711,0.1648467523,0.0084610347,0.1554815731,0.0099259785,0.137399809,0.0082890445,0.0199821352,0.0010686441
0.0000487921,-0.061713116,0.0000391917,0.106524585,0.0835647596,0.0621236945,0.1677033703,0.0071010396,0.0007483011,0.0006260311,0.0000303476,0.0057798275,0.0098291016,0.0000265553,0.0006525113,3.303427E-7,0.0000450213,0.1878381328,3.3771677E-6,0.0997100279,3.5783107E-6,2.7620662E-7,3.251983E-6,-0.000634368,-2.172341E-6,0.0006017772,0.0106342008,0.0000325886,3.1846293E-7,0.0078732258,0.0000576006,0.0000341476,3.8519738E-6,1.9770899E-7,3.6331377E-6,2.3194033E-7,-0.000020385,1.9369009E-7,4.6692253E-7,-0.002064756
0.0124728815,0.0000507362,0.0100187028,3.8228658E-6,2.9989027E-6,2.2294436E-6,6.0183993E-6,0.0000643672,0.0008317095,0.0006958109,0.0077578574,0.0000523911,0.0000890956,0.0067884151,0.0007252427,0.0149791507,0.0115089503,6.7409789E-6,0.1531352279,3.5783107E-6,0.1622559096,0.0125243894,0.1474588159,0.0047512827,-0.098503229,0.0006688536,0.0000963934,0.0083307183,0.0144404713,0.0000713666,0.014724631,0.0087292575,0.1746649683,0.008964971,0.1647420023,0.0105171664,0.1455832945,0.0087827371,0.0211722643,0.0011322921
0.0009627706,3.9162803E-6,0.0007733348,2.9508361E-7,2.3148263E-7,1.7208877E-7,4.6455489E-7,4.9684453E-6,0.0000641989,0.000053709,0.0005988221,4.0440215E-6,6.8772119E-6,0.0005239917,0.0000559808,0.1277475989,0.0008883656,5.2033017E-7,0.0118203721,2.7620662E-7,0.0125243894,0.1068125092,0.0113822149,0.0003667473,0.1044585075,0.0000516282,7.4405226E-6,0.0006430407,0.1231535467,5.5087274E-6,0.0011365812,0.0006738036,0.0134822336,0.0764565055,0.0127162887,0.0896941877,0.011237445,0.0749023493,0.1805647052,0.0000874006
0.0113354043,0.0000461092,0.0091050369,3.4742357E-6,2.7254147E-6,2.0261272E-6,5.4695452E-6,0.0000584971,0.0007558609,0.0006323557,0.0070503717,0.0000476132,0.0000809705,0.0061693386,0.0006591035,0.0136131117,0.0104593799,6.1262284E-6,0.1391699042,3.251983E-6,0.1474588159,0.0113822149,0.1340111584,0.0043179846,-0.089520126,0.0006078568,0.0000876027,0.00757099,0.0131235577,0.0000648583,0.0133818032,0.007933184,0.1587362179,0.0081474013,0.1497181869,0.0095580426,0.1323066771,0.0079817864,0.019241438,0.0010290316
0.0647861793,-0.008994579,0.0520387749,-0.000677723,-0.00053165,-0.000395239,-0.00106695,-0.011411102,-0.147446608,-0.123354314,0.0402955759,-0.009287964,-0.015794994,0.0352601343,-0.128572022,0.0004386292,0.0597793638,-0.00119505,0.004484205,-0.000634368,0.0047512827,0.0003667473,0.0043179846,0.157686096,-0.002884435,-0.118575279,-0.017088758,0.0432711087,0.0004228552,-0.012651976,0.0764821332,0.0453411863,0.0051146528,0.0002625181,0.0048240821,0.0003079705,-0.027067641,0.0002571818,0.00061998,-0.200734303
-0.007572107,-0.000030801,-0.00608221,-2.320807E-6,-1.820591E-6,-1.353463E-6,-3.653684E-6,-0.000039076,-0.000504919,-0.000422417,-0.004709684,-0.000031806,-0.000054089,-0.004121149,-0.000440284,0.1249322165,-0.006986918,-4.092351E-6,-0.092966194,-2.172341E-6,-0.098503229,0.1044585075,-0.089520126,-0.002884435,0.1784429599,-0.000406051,-0.000058519,-0.005057459,0.1204394109,-0.000043326,-0.008939112,-0.005299407,-0.10603659,0.0747715087,-0.1000125,0.0877174505,-0.088381524,0.073251604,0.176585306,-0.000687398
0.009120162,0.008532483,0.0073256683,0.0006429049,0.0005043361,0.0003749334,0.0010121356,0.0108248573,0.1398715488,0.1170169952,0.0056725398,0.0088107955,0.0149835275,0.0049636842,0.1219666435,0.0000617473,0.0084153363,0.0011336544,0.0006312562,0.0006017772,0.0006688536,0.0000516282,0.0006078568,-0.118575279,-0.000406051,0.1124834826,0.0162108243,0.0060914153,0.0000595267,0.0120019813,0.0107666397,0.0063828269,0.0007200064,0.0000369555,0.0006791018,0.000043354,-0.0038104,0.0000362043,0.0000872766,0.1904215931
0.0013143738,0.1507802793,0.0010557561,0.0113609819,0.0089122875,0.0066255707,0.0178857769,0.1912895708,0.0201579205,0.0168641823,0.0008175116,0.1556984303,0.2647787838,0.0007153531,0.0175775126,8.8988537E-6,0.0012127962,0.0200331748,0.000090975,0.0106342008,0.0000963934,7.4405226E-6,0.0000876027,-0.017088758,-0.000058519,0.0162108243,0.286466745,0.0008778788,8.5788336E-6,0.2120909127,0.0015516599,0.0009198763,0.0001037654,5.3259338E-6,0.0000978704,6.2480662E-6,-0.000549145,5.2176718E-6,0.0000125781,-0.055620903
0.1135936228,0.0004620669,0.0912428087,0.0000348158,0.0000273117,0.0000203041,0.0000548111,0.0005862079,0.0075745849,0.0063369225,0.0706527302,0.0004771386,0.0008114159,0.0618237783,0.0066049651,0.0007690757,0.1048148629,0.0000613918,0.0078624344,0.0000325886,0.0083307183,0.0006430407,0.00757099,0.0432711087,-0.005057459,0.0060914153,0.0008778788,0.0758699163,0.0007414183,0.0006499537,0.1341008634,0.0794995115,0.0089678376,0.0004602892,0.008458362,0.0005399837,-0.047459373,0.0004509328,0.0010870493,0.0103120652
0.001110063,4.5154244E-6,0.0008916457,3.4022788E-7,2.6689671E-7,1.9841629E-7,5.3562623E-7,5.7285581E-6,0.0000740206,0.0000619259,0.0006904347,4.6627085E-6,7.9293432E-6,0.0006041562,0.0000645452,0.147291455,0.001024275,5.9993446E-7,0.0136287477,3.1846293E-7,0.0144404713,0.1231535467,0.0131235577,0.0004228552,0.1204394109,0.0000595267,8.5788336E-6,0.0007414183,0.1419945676,6.3514969E-6,0.0013104645,0.0007768875,0.0155448542,0.0881534372,0.0146617289,0.1034163266,0.0129566398,0.0863615137,0.2081889474,0.0001007719
0.0009731208,0.1116329474,0.0007816484,0.0084113115,0.0065983756,0.0049053629,0.0132420632,0.1416247449,0.0149242865,0.0124857069,0.0006052597,0.1152741907,0.1960338326,0.0005296248,0.0130138341,6.5884297E-6,0.0008979159,0.0148319287,0.000067355,0.0078732258,0.0000713666,5.5087274E-6,0.0000648583,-0.012651976,-0.000043326,0.0120019813,0.2120909127,0.0006499537,6.3514969E-6,0.1570254001,0.0011487999,0.0006810473,0.0000768246,3.9431529E-6,0.0000724601,4.6258705E-6,-0.000406569,3.8629991E-6,9.3124088E-6,-0.041179956
0.2007779055,0.0008167081,0.1612726101,0.0000615373,0.0000482738,0.0000358877,0.0000968791,0.0010361285,0.0133881573,0.0112005762,0.1248794329,0.0008433475,0.001434186,0.109274169,0.0116743443,0.0013593494,0.1852613565,0.0001085106,0.0138969344,0.0000576006,0.014724631,0.0011365812,0.0133818032,0.0764821332,-0.008939112,0.0107666397,0.0015516599,0.1341008634,0.0013104645,0.0011487999,0.237024666,0.1405162106,0.015850746,0.000813566,0.0149502425,0.0009544268,-0.083884933,0.0007970284,0.0019213709,0.0182266821
0.1190279094,0.0004841721,0.0956078387,0.0000364814,0.0000286183,0.0000212754,0.0000574332,0.0006142519,0.0079369509,0.0066400791,0.0740327367,0.0004999648,0.0008502338,0.0647814103,0.0069209447,0.0008058681,0.1098291761,0.0000643287,0.0082385711,0.0000341476,0.0087292575,0.0006738036,0.007933184,0.0453411863,-0.005299407,0.0063828269,0.0009198763,0.0794995115,0.0007768875,0.0006810473,0.1405162106,0.0833027456,0.0093968564,0.0004823093,0.0088630076,0.0005658164,-0.049729815,0.0004725053,0.0011390534,0.0108053914
0.0134267865,0.0000546164,0.0107849163,4.1152322E-6,3.2282537E-6,2.3999476E-6,6.4786763E-6,0.0000692899,0.0008953173,0.0007490254,0.0083511653,0.0000563979,0.0000959095,0.0073075816,0.0007807081,0.0161247309,0.0123891355,7.2565176E-6,0.1648467523,3.8519738E-6,0.1746649683,0.0134822336,0.1587362179,0.0051146528,-0.10603659,0.0007200064,0.0001037654,0.0089678376,0.0155448542,0.0000768246,0.015850746,0.0093968564,0.1880230509,0.0096505969,0.1773411932,0.0113215016,0.1567172597,0.0094544261,0.0227914834,0.0012188879
0.0006891522,2.8032775E-6,0.0005535538,2.1122116E-7,1.6569551E-7,1.2318132E-7,3.3252887E-7,3.5564184E-6,0.0000459537,0.000038445,0.0004286375,2.8947148E-6,4.9227155E-6,0.0003750738,0.0000400711,0.0914418646,0.0006358931,3.7245288E-7,0.0084610347,1.9770899E-7,0.008964971,0.0764565055,0.0081474013,0.0002625181,0.0747715087,0.0000369555,5.3259338E-6,0.0004602892,0.0881534372,3.9431529E-6,0.000813566,0.0004823093,0.0096505969,0.0547276465,0.0091023327,0.0642031932,0.0080437749,0.0536151798,0.1292484044,0.0000625615
0.0126639916,0.0000515136,0.0101722098,3.88144E-6,3.044852E-6,2.2636032E-6,6.1106135E-6,0.0000653534,0.000844453,0.0007064722,0.0078767237,0.0000531938,0.0000904608,0.0068924275,0.0007363549,0.0152086619,0.011685291,6.8442645E-6,0.1554815731,3.6331377E-6,0.1647420023,0.0127162887,0.1497181869,0.0048240821,-0.1000125,0.0006791018,0.0000978704,0.008458362,0.0146617289,0.0000724601,0.0149502425,0.0088630076,0.1773411932,0.0091023327,0.1672661871,0.0106783109,0.1478139287,0.0089173066,0.0214966667,0.0011496412
0.0008084721,3.2886371E-6,0.0006493962,2.47792E-7,1.9438404E-7,1.4450894E-7,3.9010293E-7,4.1721768E-6,0.0000539101,0.0000451013,0.0005028518,3.3959059E-6,5.7750346E-6,0.0004400141,0.0000470091,0.1072741124,0.0007459916,4.3693938E-7,0.0099259785,2.3194033E-7,0.0105171664,0.0896941877,0.0095580426,0.0003079705,0.0877174505,0.000043354,6.2480662E-6,0.0005399837,0.1034163266,4.6258705E-6,0.0009544268,0.0005658164,0.0113215016,0.0642031932,0.0106783109,0.0753193364,0.0094364744,0.062898114,0.1516264779,0.0000733934
-0.071056913,-0.00028904,-0.057075672,-0.000021779,-0.000017084,-0.000012701,-0.000034286,-0.000366694,-0.004738176,-0.003963974,-0.044195834,-0.000298467,-0.00050757,-0.038673006,-0.004131644,0.0134399672,-0.065565482,-0.000038403,0.137399809,-0.000020385,0.1455832945,0.011237445,0.1323066771,-0.027067641,-0.088381524,-0.0038104,-0.000549145,-0.047459373,0.0129566398,-0.000406569,-0.083884933,-0.049729815,0.1567172597,0.0080437749,0.1478139287,0.0094364744,0.1706247247,0.0078802665,0.0189967071,-0.006450569
