COL001,COL002,COL003,COL004,COL005,COL006,COL007,COL008,COL009,COL010,COL011,COL012,COL013,COL014,COL015,COL016,COL017,COL018,COL019,COL020,COL021,COL022,COL023,COL024,COL025,COL026,COL027,COL028,COL029,COL030,COL031,COL032,COL033,COL034,COL035,COL036,COL037,COL038,COL039,COL040,COL041,COL042,COL043,COL044,COL045,COL046,COL047,COL048,COL049,COL050,COL051,COL052,COL053,COL054,COL055,COL056,COL057,COL058,COL059,COL060
0.148966382,0.0000385507,0.1196555824,6.2507432E-6,4.9034864E-6,3.6453487E-6,0.0000579137,0.0004200347,0.0068064668,0.0056943124,0.092653807,0.0005409145,0.0009198724,-0.045728446,0.0059351735,-0.00012729,0.137453939,0.000031507,0.0001801202,5.8508726E-6,0.0030823449,0.0001548455,-0.00203533,0.0430535656,0.0002001416,0.0054737013,0.0034157946,0.0994956113,0.000178535,0.000043211,0.1758595241,0.104255453,0.0033180775,0.0001108386,0.0031295728,0.0001300292,0.003160836,1.5395375E-6,0.0000187685,0.0096090239,0.0009097802,7.9151159E-6,0.0000157296,4.2262028E-6,0.000015473,0.0002608413,2.8559561E-6,0.1703187547,2.5165236E-6,0.0040265397,-0.000016823,3.3739888E-6,8.6747608E-6,0.0039166319,6.8853367E-6,0.0000300906,0.0009968434,0.0019937592,0.0000615951,8.6452937E-6
0.0000385507,0.1094702775,0.0000309654,0.0177498962,0.0139241642,0.010351499,0.1644543889,-0.081511299,0.0008628401,0.0007218548,0.0000239777,0.005282599,0.0089835212,-0.000011834,0.0007523882,-3.294104E-8,0.0000355714,0.0894688282,4.661291E-8,0.0166144055,7.9767324E-7,4.007213E-8,-5.267187E-7,-0.000771741,5.1794194E-8,0.0006938885,-0.008454194,0.0000257482,4.6202687E-8,0.1227038108,0.0000455103,0.00002698,8.5867795E-7,2.8683672E-8,8.0989523E-7,3.3649965E-8,8.1798576E-7,3.984135E-10,4.8570684E-9,0.0012181138,0.0088849601,2.0483354E-9,4.0706202E-9,1.0936897E-9,4.0042211E-9,6.7502557E-8,7.390866E-10,0.0000440764,6.512456E-10,1.0420193E-6,-4.353574E-9,8.731471E-10,0.0246332474,0.0004965024,0.0195519171,0.0854465201,0.0097352243,5.1596055E-7,0.1749081355,0.0245495713
0.1196555824,0.0000309654,0.0961120101,5.0208396E-6,3.9386707E-6,2.9280856E-6,0.0000465185,0.0003373882,0.0054672184,0.0045738928,0.0744231356,0.0004344835,0.0007388772,-0.036730863,0.0047673618,-0.000102244,0.1104083413,0.0000253077,0.0001446795,4.6996481E-6,0.0024758591,0.0001243779,-0.001634856,0.0345822957,0.0001607615,0.0043966895,0.0027436988,0.0799187384,0.0001434063,0.0000347087,0.1412571985,0.0837420282,0.0026652087,0.0000890299,0.0025137944,0.0001044445,0.0025389062,1.2366163E-6,0.0000150756,0.0077183411,0.0007307708,6.3577284E-6,0.0000126346,3.3946502E-6,0.0000124285,0.0002095179,2.2940149E-6,0.1368066374,2.0213695E-6,0.0032342731,-0.000013513,2.7101188E-6,6.9679047E-6,0.0031459908,5.5305698E-6,0.0000241699,0.0008007034,0.0016014648,0.0000494755,6.9442356E-6
6.2507432E-6,0.0177498962,5.0208396E-6,0.0996806447,0.0781959312,0.0581324012,0.0266652137,-0.013216529,0.0001399039,0.0001170441,3.8878245E-6,0.0008565392,0.0014566198,-1.918801E-6,0.0001219949,-5.341177E-9,5.7676723E-6,-0.13690221,7.5579814E-9,0.093303906,1.2933755E-7,6.4974363E-9,-8.540402E-8,-0.000125133,8.398093E-9,0.0001125095,-0.001370793,4.1749119E-6,7.4914664E-9,0.0198956279,7.3792E-6,4.3746384E-6,1.3922907E-7,4.6508717E-9,1.3131926E-7,5.4561237E-9,1.3263109E-7,6.460017E-11,7.875422E-10,0.0001975093,0.0014406387,3.321243E-10,6.600247E-10,1.773347E-10,6.492585E-10,1.0945102E-8,1.198381E-10,7.1467051E-6,1.055953E-10,1.6895668E-7,-7.05904E-10,1.415751E-10,0.1383364698,0.0000805046,0.1098005122,0.0138545996,0.0015785036,8.365966E-8,0.0283602209,0.1378665578
4.9034864E-6,0.0139241642,3.9386707E-6,0.0781959312,0.0613419352,0.0456028074,0.0209179146,-0.010367898,0.0001097497,0.0000918169,3.0498605E-6,0.0006719246,0.0011426665,-1.505231E-6,0.0000957007,-4.189964E-9,4.5245344E-6,-0.107394929,5.9289684E-9,0.0731936058,1.0146072E-7,5.0970083E-9,-6.699643E-8,-0.000098162,6.5880061E-9,0.0000882597,-0.001075338,3.2750703E-6,5.8767897E-9,0.0156074146,5.7887207E-6,3.4317487E-6,1.0922027E-7,3.6484439E-9,1.0301531E-7,4.2801356E-9,1.0404439E-7,5.067654E-11,6.177989E-10,0.000154939,0.00113013,2.605397E-10,5.17766E-10,1.391128E-10,5.093203E-10,8.5860446E-9,9.400874E-11,5.6063367E-6,8.283573E-11,1.3254053E-7,-5.53757E-10,1.110607E-10,0.1085200552,0.000063153,0.0861346084,0.0108684421,0.0012382801,6.5628037E-8,0.0222475877,0.1081514259
3.6453487E-6,0.010351499,2.9280856E-6,0.0581324012,0.0456028074,0.0339020287,0.0155507913,-0.007707701,0.0000815901,0.0000682585,2.2673266E-6,0.0004995221,0.0008494809,-1.119018E-6,0.0000711458,-3.114902E-9,3.3636283E-6,-0.079839514,4.4077123E-9,0.0544135736,7.5427906E-8,3.7892168E-9,-4.980647E-8,-0.000072976,4.897654E-9,0.000065614,-0.000799428,2.434752E-6,4.3689217E-9,0.0116028606,4.3034494E-6,2.5512299E-6,8.1196505E-8,2.7123253E-9,7.6583615E-8,3.1819374E-9,7.7348655E-8,3.767394E-11,4.592839E-10,0.0001151847,0.000840161,1.936904E-10,3.849175E-10,1.034192E-10,3.786388E-10,6.3830353E-9,6.988796E-11,4.1678615E-6,6.158172E-11,9.8533248E-8,-4.11674E-10,8.256471E-11,0.0806759546,0.0000469492,0.0640341708,0.0080798148,0.0009205619,4.878918E-8,0.0165392966,0.0804019083
0.0000579137,0.1644543889,0.0000465185,0.0266652137,0.0209179146,0.0155507913,0.2470556085,-0.122452333,0.0012962225,0.001084424,0.000036021,0.007935913,0.0134957133,-0.000017778,0.0011302936,-4.948649E-8,0.000053438,0.1344067249,7.0025379E-8,0.024959395,1.198324E-6,6.0199333E-8,-7.91276E-7,-0.001159367,7.7809088E-8,0.0010424109,-0.012700519,0.0000386809,6.9409111E-8,0.1843347864,0.000068369,0.0000405314,1.2899699E-6,4.3090745E-8,1.2166848E-6,5.0551478E-8,1.228839E-6,5.985264E-10,7.2966492E-9,0.0018299411,0.0133476475,3.0771617E-9,6.1151882E-9,1.643022E-9,6.0154387E-9,1.0140736E-7,1.1103108E-9,0.0000662149,9.783495E-10,1.5653989E-6,-6.540263E-9,1.3117065E-9,0.0370058955,0.0007458828,0.0293723433,0.1283641146,0.0146249777,7.7511429E-7,0.2627600039,0.036880191
0.0004200347,-0.081511299,0.0003373882,-0.013216529,-0.010367898,-0.007707701,-0.122452333,0.111881517,0.0094012026,0.0078650768,0.0002612523,0.0575573434,0.0978812911,-0.000128939,0.0081977581,-3.58914E-7,0.0003875735,-0.066618269,5.0787789E-7,-0.012371045,8.6911675E-6,4.3661185E-7,-5.738942E-6,-0.008408624,5.6433134E-7,0.0075603653,-0.092113933,0.0002805439,5.0340825E-7,-0.091364955,0.0004958642,0.000293965,9.3558533E-6,3.1252722E-7,8.8243339E-6,3.6663819E-7,8.9124855E-6,4.3409737E-9,5.2920911E-8,0.0132721401,0.096807404,2.2317943E-8,4.4352048E-8,1.1916459E-8,4.3628587E-8,7.3548415E-7,8.0528278E-9,0.0004802411,7.0957432E-9,0.0000113535,-4.743502E-8,9.5135042E-9,-0.018341855,0.0054097157,-0.014558309,-0.063623268,0.1060715849,5.6217249E-6,-0.130236167,-0.01827955
0.0068064668,0.0008628401,0.0054672184,0.0001399039,0.0001097497,0.0000815901,0.0012962225,0.0094012026,0.1523421174,0.1274499137,0.0042334723,0.0121067312,0.0205885541,-0.002089392,0.1328408593,-5.816035E-6,0.0062804483,0.0007051895,8.2299252E-6,0.000130954,0.0001408363,7.0750921E-6,-0.000092997,-0.136257846,9.1447271E-6,0.1225122054,0.0764522026,0.0045460832,8.1574967E-6,0.0009671462,0.0080352492,0.0047635666,0.0001516073,5.0643583E-6,0.0001429942,5.9412015E-6,0.0001444227,7.0343461E-8,8.5755876E-7,0.2150688606,0.0203626704,3.6165189E-7,7.1870432E-7,1.9310067E-7,7.0698097E-7,0.0000119182,1.3049233E-7,0.0077820843,1.1498322E-7,0.0001839778,-7.686624E-7,1.5416191E-7,0.0001941582,0.0876619277,0.0001541074,0.0006734859,0.0223113175,0.0000910974,0.0013786185,0.0001934987
0.0056943124,0.0007218548,0.0045738928,0.0001170441,0.0000918169,0.0000682585,0.001084424,0.0078650768,0.1274499137,0.1066250147,0.0035417368,0.0101285309,0.0172244517,-0.001747992,0.1111350974,-4.865714E-6,0.0052542436,0.0005899639,6.8851823E-6,0.0001095566,0.0001178241,5.9190452E-6,-0.000077801,-0.11399376,7.6505086E-6,0.1024941118,0.0639601628,0.0038032681,6.8245884E-6,0.0008091177,0.0067223158,0.0039852154,0.0001268351,4.2368587E-6,0.0001196294,4.9704286E-6,0.0001208245,5.884957E-8,7.1743647E-7,0.1799273123,0.0170354767,3.0255915E-7,6.0127038E-7,1.6154866E-7,5.914626E-7,9.9707874E-6,1.0917031E-7,0.0065105172,9.6195338E-8,0.0001539164,-6.430655E-7,1.2897236E-7,0.0001624334,0.0733382555,0.0001289267,0.0005634405,0.0186657212,0.0000762124,0.0011533568,0.0001618816
