"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.1818164,0.0027251392199177,0.0991753567731302,0.0917780721754513,0.0632339932299308,0.0202306974954976,-0.0662905176949066,-0.0389019163850646,0.130171814910808,0.0527035180468778,-0.0322153939288057,0.106145719356364,0.105240137817386,-0.0784987806233367,-0.0448049694195026,0.14163303631653,0.0365130744006306,-0.18999761910349,0.011623604528587,0.106196643265984
"2",0.0027251392199177,0.1336106,0.081213155627767,0.0931285589119465,0.0486145601637962,0.0650283595736295,0.0255202475717963,0.124333062016952,-0.0373856939881001,0.11259217496507,0.0351515139803885,0.0400891939465193,-0.0132969600004559,0.0438778422107324,0.113990943223403,0.0789500092273705,-0.011546429045424,0.14287304583246,0.113977830912575,0.0774420486129296
"3",0.0991753567731302,0.081213155627767,0.1173066,0.118693736245334,0.0392740237511508,0.0606809899342299,0.0448630163090024,0.0666903516840393,0.0831303609117662,0.113713753991532,-0.0256467260565311,0.0643909694919,0.104290079896193,-0.00729640412408798,0.021675782172783,0.111379918051782,-0.0351193865839507,0.00135178931119076,0.0444813750852861,0.098372273622898
"4",0.0917780721754513,0.0931285589119465,0.118693736245334,0.1216621,0.043654278103664,0.0644475465057042,0.042617444549075,0.0780194575498408,0.0702894702304888,0.119586127550694,-0.0178285308717916,0.0653923174349875,0.092399797051513,-0.0010162747686786,0.0363326078893725,0.113854065010606,-0.0323178333107272,0.0201774193129756,0.0576039583343772,0.101423917783657
"5",0.0632339932299308,0.0486145601637962,0.0392740237511508,0.043654278103664,0.0748690999999998,0.0134486394511183,-0.112382493533545,0.0108221345656277,-0.0227165845878512,0.0306027378805849,0.0459761901900103,0.075638097672043,-0.0532018267903354,-0.0242988094983238,0.0591654672256107,0.0944558998574699,0.0808386187225533,-0.0413662385159444,0.0897908163048781,0.0713202122861682
"6",0.0202306974954976,0.0650283595736295,0.0606809899342299,0.0644475465057042,0.0134486394511183,0.0413780999999999,0.0514308516235701,0.0656130839241717,0.0205216523890028,0.0728934415843198,-0.00700238867950949,0.0188437016052678,0.0438112803642312,0.0191812060973756,0.0348397092191394,0.0447166321862124,-0.0355054890379249,0.0621681742832918,0.0354422592729169,0.0451677359577012
"7",-0.0662905176949066,0.0255202475717963,0.0448630163090024,0.042617444549075,-0.112382493533545,0.0514308516235701,0.3015362,0.0946919874342357,0.0933327019610665,0.0790689348953847,-0.103650655013295,-0.099871276033468,0.191408865547969,0.0735809565420917,-0.0540809051355392,-0.0853626036107955,-0.21528387157735,0.173366407368172,-0.105967903930015,-0.0438181744370265
"8",-0.0389019163850646,0.124333062016952,0.0666903516840393,0.0780194575498408,0.0108221345656277,0.0656130839241717,0.0946919874342357,0.1365536,-0.0342144366802998,0.108861806044347,0.0151433371818991,-0.000796256873534303,0.0112229331814401,0.066305580542163,0.0977426514463358,0.0315184470780469,-0.0599839619678682,0.192322556811941,0.0784894743767743,0.0440873879338046
"9",0.130171814910808,-0.0373856939881001,0.0831303609117662,0.0702894702304888,-0.0227165845878512,0.0205216523890028,0.0933327019610665,-0.0342144366802998,0.1859365,0.0463624878039237,-0.100442740555597,0.0270773707722545,0.206827770550755,-0.0498004425735637,-0.116733115017202,0.0520311373514149,-0.079286772730003,-0.137893964312845,-0.0930876872693991,0.0426863202293701
"10",0.0527035180468778,0.11259217496507,0.113713753991532,0.119586127550694,0.0306027378805849,0.0728934415843198,0.0790689348953847,0.108861806044347,0.0463624878039237,0.1301379,-0.0137590365993623,0.0437500951770861,0.083137727327156,0.0250292351872236,0.0569321015845213,0.0916672750880398,-0.0553471391722744,0.0879179827744266,0.0638614671948244,0.0886364068458546
"11",-0.0322153939288057,0.0351515139803885,-0.0256467260565311,-0.0178285308717916,0.0459761901900103,-0.00700238867950949,-0.103650655013295,0.0151433371818991,-0.100442740555597,-0.0137590365993623,0.0703368000000002,0.0224346280624193,-0.12736479061121,0.00971809557429207,0.0804669320824737,0.0174430593068202,0.0801278132308429,0.0387094147930331,0.0842562444831814,0.0104906564039455
"12",0.106145719356364,0.0400891939465193,0.0643909694919,0.0653923174349875,0.075638097672043,0.0188437016052678,-0.099871276033468,-0.000796256873534303,0.0270773707722545,0.0437500951770861,0.0224346280624193,0.0904667999999999,-0.00170294149149663,-0.0419506145800869,0.0304549294080056,0.117214827707013,0.0683003452740754,-0.087930541210999,0.0710264387411982,0.0889574227278113
"13",0.105240137817386,-0.0132969600004559,0.104290079896193,0.092399797051513,-0.0532018267903354,0.0438112803642312,0.191408865547969,0.0112229331814401,0.206827770550755,0.083137727327156,-0.12736479061121,-0.00170294149149663,0.2616297,-0.0196489941413524,-0.118398591269846,0.031538219153012,-0.148212651099335,-0.0619121036087761,-0.112277064064619,0.0357838711904161
"14",-0.0784987806233367,0.0438778422107324,-0.00729640412408798,-0.0010162747686786,-0.0242988094983238,0.0191812060973756,0.0735809565420917,0.066305580542163,-0.0498004425735637,0.0250292351872236,0.00971809557429207,-0.0419506145800869,-0.0196489941413524,0.0538562999999999,0.0456878537770574,-0.0417174673026081,-0.0462597791377392,0.141133540442289,0.016913079538689,-0.0229328868344362
"15",-0.0448049694195026,0.113990943223403,0.021675782172783,0.0363326078893725,0.0591654672256107,0.0348397092191394,-0.0540809051355392,0.0977426514463358,-0.116733115017202,0.0569321015845213,0.0804669320824737,0.0304549294080056,-0.118398591269846,0.0456878537770574,0.1413801,0.0478195594884124,0.0489600819803284,0.146174783078819,0.137401394996363,0.0458452592978697
"16",0.14163303631653,0.0789500092273705,0.111379918051782,0.113854065010606,0.0944558998574699,0.0447166321862124,-0.0853626036107955,0.0315184470780469,0.0520311373514149,0.0916672750880398,0.0174430593068202,0.117214827707013,0.031538219153012,-0.0417174673026081,0.0478195594884124,0.1633346,0.0574059948803595,-0.0777184969622632,0.0968878535928251,0.129981465285527
"17",0.0365130744006306,-0.011546429045424,-0.0351193865839507,-0.0323178333107272,0.0808386187225533,-0.0355054890379249,-0.21528387157735,-0.0599839619678682,-0.079286772730003,-0.0553471391722744,0.0801278132308429,0.0683003452740754,-0.148212651099335,-0.0462597791377392,0.0489600819803284,0.0574059948803595,0.1547999,-0.106480246859412,0.0832111344867695,0.0292416804951952
"18",-0.18999761910349,0.14287304583246,0.00135178931119076,0.0201774193129756,-0.0413662385159444,0.0621681742832918,0.173366407368172,0.192322556811941,-0.137893964312845,0.0879179827744266,0.0387094147930331,-0.087930541210999,-0.0619121036087761,0.141133540442289,0.146174783078819,-0.0777184969622632,-0.106480246859412,0.3782887638,0.0776670928568367,-0.0337923887133788
"19",0.011623604528587,0.113977830912575,0.0444813750852861,0.0576039583343772,0.0897908163048781,0.0354422592729169,-0.105967903930015,0.0784894743767743,-0.0930876872693991,0.0638614671948244,0.0842562444831814,0.0710264387411982,-0.112277064064619,0.016913079538689,0.137401394996363,0.0968878535928251,0.0832111344867695,0.0776670928568367,0.1545057,0.0806235150446764
"20",0.106196643265984,0.0774420486129296,0.098372273622898,0.101423917783657,0.0713202122861682,0.0451677359577012,-0.0438181744370265,0.0440873879338046,0.0426863202293701,0.0886364068458546,0.0104906564039455,0.0889574227278113,0.0357838711904161,-0.0229328868344362,0.0458452592978697,0.129981465285527,0.0292416804951952,-0.0337923887133788,0.0806235150446764,0.1065942
