"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0.1489664,0.00443537516763049,-0.0937569111570207,-0.0013899963495166,-0.00164428187255838,-0.00179443698156302,-0.00380966883320271,0.0262964872038744,0.00607491585204913,0.00880529211178191,0.00971504324104965,-0.100381960551866,-0.00440455125118744,-0.00201907055596677,0.000259841009545001,0.00350208742339974,-0.00230208775295429,-0.000649309652673311,0.00626885330950711,0.00275021065590905,0.124350316669352,-0.00228393242777388,0.120652847469728,0.0381837465607655,-0.012259093966557,0.0132499737945448,-0.00314468254670889,-0.00307885740420786,0.126707831001835,-0.00218737520277598,-0.0194855163781737,0.0252695680744979,-0.151039149548203,-0.00156106807097351,0.00288903290332939,-0.00133096028576284,-0.0210022266076766,0.00223358754349657,0.00244347086799091,-0.0443570009125712,-0.0568753919089975,-0.00227219775427976,0.00456911972648888,0.00612780184326129,0.00369897870437117,0.00582629870670259,-0.00398884931145508,-0.148073696464954,0.00362532327890984,0.00116394627329429,-0.00718646970601699,-0.00566460278902861,-0.00245931045955983,-0.00323773640812375,-0.00381404303837528,-0.085235601506592,-0.000901009501827091,0.00243447899726508,0.00609193857536555,0.000565036903975869
"2",0.00443537516763049,0.1094701,0.00919618977163105,-0.00706536103296459,0.0614564571844468,-7.35354051415832e-05,0.0623273533078723,-0.0162476309513735,0.0308502720878212,0.0919028040303626,0.0068222159885961,-0.00559134480185242,0.146514593544559,0.000162768607124373,0.00842188590766302,0.00115255378266473,0.0113014555899209,0.00120958936332077,-0.00968905134674969,-0.00504196343430649,0.008676929055229,0.000214859679977758,0.0101035079760994,0.0289990420228829,-0.0121873701565946,-0.0946869701400161,-0.00957711334005225,-0.00112340753327692,0.00177495828319275,-0.11961772387947,0.0210280320772945,-0.010006995144216,-0.00812852312876646,-0.00118659190997965,-0.000522439849111921,0.000608535737968279,0.0304442770946007,-4.67878200372001e-05,0.00302148816157333,0.0257007596318918,-0.0172718949036036,-3.1936388626897e-05,0.000252971485059069,-2.4013465839391e-05,0.0010081096978927,-1.28833095741464e-05,-0.000150207865259304,-0.00139152349708955,0.000253527741571222,-0.0383373544335631,-0.00316013717211021,-0.00266983032221482,-0.0189586408261331,-0.000908591265982322,0.0109645328507073,-0.0109897960512654,0.155756759891549,-0.000857819403773913,0.0686395268760188,0.00615205285915583
"3",-0.0937569111570207,0.00919618977163104,0.0961121999999996,-0.000357041355318096,0.0143602021870611,0.000137783183841995,0.0269680180811191,-0.0719900533600416,0.0177481512396571,-0.00794666754708384,0.0152726846838832,0.0570109973475685,-0.000929745968282266,-0.0117439354416847,0.00121149139843677,-0.0185671613318466,0.0273028523898586,-0.00228731918294894,-0.019422952268493,-0.015300090991728,-0.0475966647079901,-0.0177120120443197,-0.0577030463538015,-0.0704803006478786,-0.0182661589735553,-0.0159210351526216,0.000708871612544187,-0.00664509786561645,-0.0761504707056572,0.000903662949521112,0.0850920710761598,-0.0592079769598661,0.0793906189906797,-0.00197160464658522,0.0218449738586309,-0.000247159111244081,0.0651524866560493,-0.000195004941230266,-0.00933087714236083,0.115638419454619,0.00822607411466554,0.000173029941040007,-0.000441064570512258,-0.000771159821191016,0.0025203979454195,0.028709874644467,0.000554868402729023,0.0890409096661736,-0.00050329887348413,-0.0257556912861955,-0.0262607888496993,-0.00460588959373316,-0.028030243237437,-0.00145750177833351,0.0244473172798167,0.0326698978429097,-0.002649336186288,0.0115816296405252,-0.0288908346344712,0.00135043698741271
"4",-0.00138999634951659,-0.00706536103296463,-0.000357041355318082,0.0996805999999995,-0.00172844360089176,-1.85883647524285e-06,0.00304546008829183,-0.000348020037317701,-0.00391698115327319,0.0392208256146009,-0.000329361615840844,0.00185665277140092,-0.00708454301848028,0.0006389512813021,-0.106727819252053,-0.00177938100856037,-0.00149545064800788,0.175093374184327,0.00184183479802511,-0.00238909072320465,-0.00140925858701483,0.00087837324389902,-0.00138866436100358,0.000340638644428807,0.0012548710509846,0.0397114030079037,0.15728188617362,-0.000502025213828637,0.000110961984913728,0.00895101582395163,-0.00236298426114433,-0.000404202422024647,0.000903187264234787,0.000893303846653806,-0.000291196189502131,0.00016081891497466,0.000586875427767007,4.89299878919605e-06,0.000343717266453695,0.000892624252648671,0.000942540968109196,-1.98421199304112e-05,4.49376930726165e-06,5.0804926425308e-05,-0.000747884590064848,-0.00129316664348672,-6.83962000464964e-05,0.00153781403116895,-0.000108094100666492,-0.00665780726898443,-0.000500964528343957,-0.000183367855955497,-0.0026072898151539,-0.000246939813918268,-0.00162227634821162,0.000892548401005183,0.00711967052655138,-0.00013744826240637,-0.0222961614400196,-0.137807532139609
"5",-0.0016442818725584,0.0614564571844468,0.0143602021870611,-0.00172844360089177,0.0613419000000002,-0.00248192351130428,0.109417125692764,-0.0192045842363779,0.0778406949252073,0.0457994779517127,0.0027656129722419,-0.00375477200561165,0.0719576345394297,0.000780870382499275,0.00302867963479295,0.0021255410004346,-8.52922002645966e-05,0.00174171956667522,0.0087637548894299,-0.0504731460201397,-0.000747075142565785,0.000797741153737882,0.000705081668071727,0.0352110478546622,-0.00150581213780974,-0.0604921409359865,-0.00850500484822718,-0.00402068315630937,-0.00546059554984007,-0.0585701252364007,0.0122603995735655,-0.0135723586394277,-0.00071600723377539,-0.00245082765743789,-0.00167011706200318,0.000206936336000276,-0.00263165528362785,0.00277364852661851,0.00881016791305614,0.0177863320789978,-0.000758565854583054,-0.00288061228048722,0.00591973429550248,0.00756997922029166,0.00620468834524144,0.00020426184304542,-0.00538651045305313,-0.00327692139864069,0.00472747804025773,-0.0988775881793048,-0.00616076111344944,-0.00658640749225797,-0.00424128070652018,-0.00440809186772449,0.000845515986689018,-0.00708607860358946,0.066018274537044,-0.00297441589569205,-0.0390319338752354,0.0012997001152085
"6",-0.00179443698156303,-7.35354051415805e-05,0.000137783183842004,-1.85883647523483e-06,-0.00248192351130429,0.0339019999999999,0.00329699481699373,0.000170753495485816,0.000181114350224058,-0.00235609076385892,0.0003372142296388,-0.0021696827487575,-0.000118607621203191,-0.000438360526380116,-0.00241333171826771,-0.00102843661987429,-3.68418719286092e-05,-0.00127237856643308,0.000485328015766848,-7.56769213555401e-06,-7.85024877895398e-05,-0.000676046626361758,-0.000747303368704115,0.000121241361871468,0.000133295316458666,7.74352583462642e-05,0.000587869602284413,0.00742286469472807,0.00296642586027555,-0.00104053949385218,-0.000237675552748224,0.000148778711846892,-8.59274866868547e-05,-0.0075737788561429,0.000825044378672031,0.0324059384006959,-0.000395503924552173,-0.0394866242868232,-0.00194678358224345,-0.000349385372755582,-0.000324905017959823,0.0401466647069254,-0.0797841820502805,-0.108394651306488,-0.00212932965337378,0.0010911207864188,0.0732578961293054,0.00101241869666348,-0.0645531245738002,0.00132457631430738,-0.00274172527209357,0.00394985456369618,-0.000406898853207884,0.0260754823504619,8.79054710316098e-06,-0.000238498354955312,0.000417897337078405,0.00104657778506109,0.00119676535498536,-2.51775862712262e-06
"7",-0.00380966883320273,0.0623273533078723,0.0269680180811191,0.00304546008829183,0.109417125692764,0.00329699481699375,0.2470557,-0.0314709997591281,0.189145098046705,0.0362916858951739,0.0073675592815816,-0.00835332086921038,0.0530196284007733,0.000235963994041081,-0.00186717276925943,0.000556336974587457,-0.0004630050724282,0.00506490509168816,0.0238050054329338,-0.138259774742467,-0.00931467531712016,-0.000502336863136149,-0.00174173446335664,0.0762684302870887,-0.00377877464870624,-0.0731997256548389,-0.013883826799639,-0.00223541585818309,-0.0131103072742351,-0.0438226988434407,0.00456138854790885,-0.0229331362076221,0.00174812542684289,-0.00253423880769689,-0.00104162848508207,0.00480434893793334,-0.0458658584287433,-0.00393549477525951,0.0086988025710599,0.0134473427853903,-0.000217793741951565,0.00395671421574932,-0.00754574103284581,-0.0109940964704586,0.00431836179383419,0.0046671468888432,0.00694678985707932,-0.0050667619874828,-0.00629690239782619,-0.241189470586943,-0.00605956327569879,-0.00327309420894954,-0.00648503635633375,0.000751862083298462,0.00198326916254119,-0.014217231824446,0.0273070577226436,-0.00408634941086849,-0.180421787344987,-0.00372200109298722
"8",0.0262964872038744,-0.0162476309513735,-0.0719900533600416,-0.000348020037317696,-0.0192045842363779,0.000170753495485801,-0.0314709997591281,0.1118818,-0.0325123668800462,0.0125506424903633,0.00168582235891134,0.0016208509184388,0.00133673786828452,0.000259783798088187,-0.00335808357204581,-0.000239291306738994,0.000340899398355,0.000143532707218692,-0.0113129589595437,0.0159902430809607,-0.0397351197732011,0.000637608471490833,-0.00535449182208281,0.0986686428716838,0.00543928127968782,0.0123751237805303,-0.00608843905132012,0.000183864470936988,0.0104796026341466,-0.000384620837261388,-0.149209294630845,0.0900763410493803,0.0070956891074977,-0.000291618072690255,-0.000771380995932754,7.66454378908999e-05,-0.111879474253458,-7.50815808610415e-05,0.000357134982464541,-0.182149402728265,-0.00825223059485243,2.43082264711467e-06,1.99759440996199e-05,0.000124428284727478,6.8650154102963e-05,-0.00122009218983459,0.000171654025533379,0.00572086430813796,-2.08916079058693e-05,0.0299138747475631,0.000186249977722428,-0.000619607488789348,0.00278138474576176,-4.07756918611974e-05,0.000967096830109994,0.0134515293341078,0.00180008120799803,0.00141509728236207,0.0355003483512943,7.88008282495162e-05
"9",0.00607491585204908,0.0308502720878212,0.0177481512396572,-0.00391698115327318,0.0778406949252073,0.00018111435022407,0.189145098046705,-0.0325123668800462,0.152342100000001,0.00564728069155513,-0.000230239183934224,-0.0162389875640883,0.0141120701777526,0.00572215898968633,0.00634273753415223,0.00716090361289162,-0.00474847884097237,-0.0091962430851746,0.0231923974240079,-0.111850070391956,0.0060452672260658,0.00780384793557738,0.0088503683678156,0.0484968696234434,-0.00355881863722095,-0.0430489675635011,-0.020845600608842,0.00720662988240573,-0.00205738794403354,-0.0120251484031857,0.015052260282363,-0.0249632647323241,-0.0117113911432463,0.00503431047532274,-0.0110378829162201,-0.00270601902244223,-0.0322107824418172,-0.000247315361748784,0.000564463294498701,0.023000832437584,-0.000954036168389512,0.000316039339108401,-0.000412932348878055,-0.000835196084672555,-0.008887745361237,-0.0100875359277773,0.00013966222293158,-0.0167776056817219,-0.000344180399435916,-0.18934913429045,0.0201928178027695,0.0115017364196902,-0.00159785427195482,0.0040775830082086,-0.00145239398426476,-0.0184225833440235,-0.00973588129270636,-0.00832807569784269,-0.161205399469493,0.00645940666491505
"10",0.00880529211178189,0.0919028040303627,-0.00794666754708383,0.0392208256146009,0.0457994779517127,-0.00235609076385892,0.0362916858951739,0.0125506424903633,0.00564728069155515,0.1066251,0.00945971767096525,-0.00107710833308713,0.131470646318705,-0.00443279175370412,-0.0423702111177514,-0.0057450338212496,0.0089457873601952,0.0815932423870221,-0.010108155502083,0.00721603147900906,-0.00206659347236598,-0.00647607737310777,0.00492146308940353,0.0446219275756418,-0.00509574515468677,-0.0635072317515661,0.0632630266868666,-0.00945866330000026,0.0050781114515327,-0.105828863209898,-0.0163019479552161,0.0131603843576765,-0.00372389255899579,-0.00543761500147873,0.00831091727535642,0.00163832043458374,0.0062012362051219,0.00264496921776351,0.00719688462250862,-0.0188991867661935,-0.0135271957438768,-0.00284434926292273,0.00580974743693063,0.00741443752771237,0.0109987112109588,0.0111661913960845,-0.00505192045427603,0.000231338479547357,0.00457506751021101,-0.0163589267670934,-0.0233466253678713,-0.0143194531037408,-0.0144959633679587,-0.007005163381953,0.00733889102795286,-0.00408051368207033,0.148606570759435,0.00415583954530773,0.0748813331113051,-0.0577269899585499
